,player_name,birth_date,Club Team,nationality,position,minutes_played,shots_per90,shots_on_target_per90,goals_per90,xgoals_per90,xplace_per90,key_passes_per90,primary_assists_per90,xassists_per90,xgoals_plus_xassists_per90,points_added_per90,xpoints_added_per90,attempted_passes_per90,passes_completed_over_expected_per90,Dribbling_goals_added_raw_per90,Dribbling_goals_added_above_avg_per90,Dribbling_count_actions_per90,Fouling_goals_added_raw_per90,Fouling_goals_added_above_avg_per90,Fouling_count_actions_per90,Interrupting_goals_added_raw_per90,Interrupting_goals_added_above_avg_per90,Interrupting_count_actions_per90,Passing_goals_added_raw_per90,Passing_goals_added_above_avg_per90,Passing_count_actions_per90,Receiving_goals_added_raw_per90,Receiving_goals_added_above_avg_per90,Receiving_count_actions_per90,Shooting_goals_added_raw_per90,Shooting_goals_added_above_avg_per90,Shooting_count_actions_per90,passes_completed_over_expected_p100passes,goalsAdded_raw_per90,goalsAdded_above_avg_per90
Martín Cáceres,Martín Cáceres,1987-04-07,LA Galaxy,Uruguay,CB,1450,0.3103448275862069,0.18620689655172415,0.12413793103448276,0.02449862068965517,0.05766206896551724,0,0,0,0.02449862068965517,0.07381241379310345,0.017000689655172416,53.00689655172414,0.9421758620689655,-0.02081172413793104,-0.022506206896551726,10.924137931034483,-0.019427586206896552,-0.010092413793103449,0.6827586206896552,-0.010998620689655172,-0.08091931034482759,9.434482758620689,0.04343586206896552,-0.005772413793103448,53.00689655172414,0.01397793103448276,-0.005846896551724138,42.4551724137931,0.011861379310344828,0.0017689655172413792,0.3103448275862069,1.7775,0.018037241379310343,-0.12336827586206896
Matt Miazga,Matt Miazga,1995-07-19,FC Cincinnati,USA,CB,2887,0.4987876688604087,0.09352268791132663,0,0.04518704537582266,-0.014012816072047107,0.18704537582265326,0.031174229303775544,0.0312085209560097,0.07639556633183235,0,0.03203463803255975,44.1115344648424,0.9760339452719086,0.01012227225493592,0.008426394180810532,8.167648077589194,-0.012753377208174576,-0.0034166955316938,1.371666089366124,0.06357672324211985,-0.006343955663318324,13.404918600623484,0.08484378247315552,0.03563526151714583,44.1115344648424,0.028381018358157258,0.00855420852095601,32.29650155871146,0.01162798753030828,0.0015368895046761345,0.4987876688604087,2.2126,0.18579840665050226,0.04439210252857638
Remi Walter,Remi Walter,1995-04-26,Sporting Kansas City,France,CM,3394,0.7159693576900412,0.23865645256334708,0.07955215085444903,0.05547967000589275,0.0142265763111373,0.4507955215085445,0.05303476723629935,0.025101355332940483,0.08058102533883324,0.02213671184443135,0.030921921037124336,42.003535651149086,1.441474366529169,0.010381555686505598,0.0018588685916322925,9.81143193871538,0.007043017088980554,0.00853594578668238,1.1137301119622864,0.05751620506776665,-0.006791101944608132,10.076605774896876,0.011110783736004715,-0.02250530347672363,42.003535651149086,0.02464525633470831,-0.01021184443134944,32.218621096051855,0.01433794932233353,-0.006894519740718917,0.7159693576900412,3.4318,0.12503476723629936,-0.036007955215085444
Eriq Zavaleta,Eriq Zavaleta,1992-08-02,LA Galaxy,USA,CB,571,0.6304728546409807,0.31523642732049034,0.31523642732049034,0.0621015761821366,0.0924430823117338,0,0,0,0.0621015761821366,0.1634816112084063,0.03704028021015762,45.07880910683012,0.14653765323992995,0.060005253940455354,0.05732574430823118,7.723292469352014,-0.0018914185639229424,0.006509632224168127,0.31523642732049034,0.018693520140105082,-0.04883012259194396,9.14185639229422,0.026448336252189144,-0.0204430823117338,45.07880910683012,0.02316987740805604,0.0032154115586690017,37.19789842381786,0.0229492119089317,0.012688266199649738,0.6304728546409807,0.3251,0.1493747810858144,0.010465849387040281
Jonathan Mensah,Jonathan Mensah,1990-07-13,San Jose Earthquakes,Ghana,CB,2306,0.6634865568083261,0.1170858629661752,0,0.02415091066782307,-0.018007805724197745,0.19514310494362533,0,0.020919340849956634,0.04507415437987858,0,0.02342888117953166,41.99479618386817,1.0380715524718127,-0.004023850823937555,-0.0065060711188204695,7.649609713790113,-0.012992627927146574,-0.0046639202081526455,0.6634865568083261,0.05777797051170858,-0.01083824804856895,12.450130095403296,0.04453555941023417,-0.0021582827406764963,41.99479618386817,0.014772333044232436,-0.008601908065915004,31.57415437987858,0.01435472679965308,0.002415871639202082,0.6634865568083261,2.4719,0.11442411101474413,-0.030352558542931486
Roger Espinoza,Roger Espinoza,1986-10-25,Sporting Kansas City,Honduras,CM,884,1.3235294117647058,0.5090497737556561,0,0.058296380090497736,0.015159502262443439,1.0180995475113122,0.20361990950226244,0.1519717194570136,0.21027828054298642,0,0.018590497737556562,44.69457013574661,-0.514435520361991,0.01597398190045249,0.00854185520361991,11.504524886877828,-0.003003393665158371,-0.0026165158371040725,3.257918552036199,0.05514027149321268,-0.00515158371040724,10.282805429864254,0.055079185520362,0.026602941176470593,44.69457013574661,0.023518099547511315,-0.019893665158371043,35.93891402714932,0.021685520361990947,-0.0020158371040723986,1.3235294117647058,-1.151,0.16839366515837106,0.00546719457013575
Kei Kamara,Kei Kamara,1984-09-01,Chicago Fire FC,Sierra Leone,ST,1695,2.7610619469026547,1.168141592920354,0.26548672566371684,0.2828283185840708,0.004189380530973451,0.4247787610619469,0,0.03715752212389381,0.3199805309734513,0.08233805309734513,0.1985575221238938,23.150442477876105,-0.6264955752212389,-0.015047787610619472,0.0005734513274336284,10.300884955752212,0.0013964601769911504,-0.011076106194690266,1.6991150442477876,0.026670796460176987,-0.0040831858407079655,4.725663716814159,-0.056341592920353976,-0.023962831858407082,23.150442477876105,0.20534336283185842,0.01971504424778761,25.646017699115045,0.060095575221238935,-0.006153982300884956,2.7610619469026547,-2.7062,0.22211681415929202,-0.024987610619469032
Maximilian Arfsten,Maximilian Arfsten,2001-04-19,Columbus Crew,USA,FB,348,1.8103448275862069,1.0344827586206897,0.7758620689655172,0.16926724137931037,0.37347413793103446,1.0344827586206897,0.25862068965517243,0.09279310344827586,0.2620344827586207,0.03253448275862069,0.09375000000000001,33.10344827586207,-0.9512068965517241,0.05079310344827587,0.042413793103448276,19.137931034482758,0.010577586206896552,0.012258620689655173,1.5517241379310345,0.015646551724137932,-0.04112068965517242,8.275862068965518,-0.022474137931034484,-0.05281034482758621,33.10344827586207,0.08661206896551725,0.0500948275862069,31.810344827586206,0.05278448275862069,0.03349137931034483,1.8103448275862069,-2.8735,0.1939396551724138,0.044327586206896544
Ian Fray,Ian Fray,2002-08-31,Inter Miami CF,USA,CB,731,0.7387140902872777,0.49247606019151846,0.12311901504787962,0.023922024623803006,0.14061422708618332,0.3693570451436389,0,0.018332421340629276,0.042254445964432286,0.10521751025991792,0.013752393980848154,52.94117647058823,1.4577660738714089,0.0292530779753762,0.024266757865937072,21.176470588235293,0.0002831737346101231,0.006845417236662107,3.20109439124487,-0.042734610123119014,-0.11054856361149112,12.311901504787961,0.06483447332421341,0.020634746922024622,52.94117647058823,0.009098495212038305,-0.014097127222982215,43.461012311901506,0.021299589603283178,0.008113543091655268,0.7387140902872777,2.7535,0.0820341997264022,-0.06478522571819428
Logan Ndenbe,Logan Ndenbe,2000-02-09,Sporting Kansas City,Belgium,FB,1999,0.6303151575787894,0.18009004502251125,0.09004502251125562,0.024658829414707355,0.014204602301150575,0.5402701350675337,0.04502251125562781,0.041897948974487245,0.06655677838919459,0,0.01221910955477739,57.04352176088044,1.1521260630315158,0.04236618309154578,0.03482491245622812,15.03751875937969,-0.010805402701350674,-0.007149574787393697,2.1160580290145075,0.06592196098049025,0.009729364682341172,9.49974987493747,0.011260130065032516,-0.02368184092046023,57.04352176088044,0.015960480240120062,-0.00773486743371686,42.50125062531266,0.013007003501750875,0.0005762881440720361,0.6303151575787894,2.0197,0.1377103551775888,0.006564282141070538
Kamal Miller,Kamal Miller,1997-05-16,,Canada,CB,2562,0.0702576112412178,0,0,0.0025819672131147547,-0.0025819672131147547,0.2107728337236534,0,0.009333723653395784,0.011915690866510538,0,0.0023641686182669787,57.36533957845433,0.9738337236533958,0.00777400468384075,0.005887587822014051,13.524590163934427,-0.0011592505854800938,0.007995316159250586,0.9836065573770492,0.09831147540983606,0.028861826697892272,12.08430913348946,0.06580679156908666,0.017055035128805622,57.36533957845433,0.0016826697892271666,-0.01817213114754098,47.21311475409836,0.0002529274004683841,-0.009871194379391102,0.0702576112412178,1.6976,0.17266861826697893,0.031756440281030446
Keaton Parks,Keaton Parks,1997-08-06,New York City FC,USA,CM,2793,1.385606874328679,0.5155746509129968,0.0644468313641246,0.09571321160042964,-0.015737916219119227,0.9022556390977443,0.0644468313641246,0.07373361976369494,0.16944683136412458,0.04837056928034372,0.05994199785177229,46.40171858216971,1.316358754027927,0.013752953813104188,0.004910848549946295,13.018259935553168,-0.0042567132116004295,-0.002767991407089152,2.0945220193340495,0.051083780880773366,-0.013279269602577873,9.66702470461869,0.04173576799140709,0.00696670247046187,46.40171858216971,0.058972073039742216,0.02388077336197637,41.278195488721806,0.03017078410311493,0.008851772287862512,1.385606874328679,2.8369,0.19145864661654138,0.028562835660580023
Kyle Duncan,Kyle Duncan,1997-08-08,New York Red Bulls,USA,FB,2363,0.6474820143884892,0.19043588658484978,0,0.035832416419805335,0.02033474396953026,0.9521794329242488,0.0761743546339399,0.11595641134151502,0.15178882776132036,0,0.02584595852729581,39.57257723233178,-1.5487198476512907,0.007929750317393144,0.00044181125687685146,14.282691493863732,-0.005606432501057977,-0.001870080406263225,3.5801946677951757,0.08552475666525602,0.029250952179432927,15.082522217520102,0.04066567922132882,0.00551502327549725,39.57257723233178,0.028230215827338135,0.004977994075327973,22.128650021159544,0.01006263224714346,-0.0021557342361404994,0.6474820143884892,-3.9136,0.16680660177740161,0.03615996614473127
Eduard Löwen,Eduard Löwen,1997-01-28,St. Louis City SC,Germany,CM,2747,2.784856206771023,0.8846013833272661,0.1965780851838369,0.19008445576993085,0.003499089916272297,1.5726246814706952,0.29486712777575536,0.13692974153622134,0.32701419730615217,0.07610848198034219,0.10033017837641064,50.12741172187841,-1.2397426283218056,-0.002326174008008737,-0.010906807426283218,19.625045504186385,-0.0011106661812886787,-0.0016381507098653077,2.6865671641791047,0.08322133236257735,0.023048780487804878,11.860211139424827,0.046343283582089556,0.015319985438660358,50.12741172187841,0.03752348016017473,-0.010172915908263561,39.25009100837277,0.04310957408081544,0.016882781215871858,2.784856206771023,-2.4732,0.20676082999635967,0.032533673097925014
Yeimar Gómez Andrade,Yeimar Gómez Andrade,1992-06-30,Seattle Sounders FC,Colombia,CB,3605,0.47434119278779474,0.12482662968099861,0.049930651872399444,0.04438585298196949,-0.0007714285714285715,0.09986130374479889,0,0.01918335644937587,0.06356671289875172,0.017645492371705963,0.04555173370319001,48.75728155339806,0.6343714285714286,-0.004880721220527046,-0.006575866851595008,9.486823855755894,-0.01008349514563107,-0.0007464632454923718,1.447988904299584,0.0618366158113731,-0.008083772538141472,15.753120665742024,0.05536310679611651,0.006156449375866852,48.75728155339806,0.018913730929264908,-0.0009137309292649099,35.9251040221914,0.010495423023578363,0.0004044382801664355,0.47434119278779474,1.3011,0.13164466019417476,-0.009758945908460475
Taylor Washington,Taylor Washington,1993-08-16,Nashville SC,USA,FB,608,0.7401315789473685,0.29605263157894735,0.14802631578947367,0.09068092105263158,-0.005935855263157895,0,0,0,0.09068092105263158,0.0035230263157894743,0.055080592105263164,38.63486842105263,0.8872549342105264,-0.030463815789473686,-0.038101973684210526,7.5493421052631575,-0.006838815789473685,-0.005891447368421053,2.3684210526315788,0.06760361842105263,0.0135,11.694078947368421,0.007845394736842105,-0.018932565789473686,38.63486842105263,0.056309210526315795,0.012745065789473686,27.82894736842105,0.020013157894736844,-0.0010509868421052632,0.7401315789473685,2.2965,0.11446875000000001,-0.03773190789473684
Tommy Thompson,Tommy Thompson,1995-08-15,San Jose Earthquakes,USA,W,468,1.5384615384615385,0.19230769230769232,0,0.10759615384615384,-0.09515384615384616,1.1538461538461537,0,0.06551923076923077,0.17311538461538462,0,0.1383269230769231,33.65384615384615,1.345076923076923,-0.0015192307692307695,-0.01173076923076923,10.576923076923077,0.00601923076923077,0.0026153846153846158,2.6923076923076925,0.05848076923076924,0.00855769230769231,8.653846153846153,-0.006538461538461539,-0.025346153846153845,33.65384615384615,0.05975000000000001,-0.0067115384615384615,27.692307692307693,0.048769230769230766,0.01648076923076923,1.5384615384615385,3.9968,0.16496153846153847,-0.016134615384615386
Rafael Santos,Rafael Santos,1998-02-05,Orlando City SC,Brazil,FB,2465,0.7667342799188641,0.10953346855983773,0.036511156186612576,0.02050101419878296,-0.004636916835699797,0.5476673427991886,0.07302231237322515,0.0579870182555781,0.07848438133874239,0.00011683569979716026,0.007028397565922921,51.44421906693712,-0.08935375253549697,0.001953346855983773,-0.004994726166328601,12.486815415821502,0.005228397565922921,0.009606085192697768,0.949290060851927,0.06212738336713996,0.004910750507099391,11.391480730223124,0.04398864097363083,0.007148884381338742,51.44421906693712,0.011314807302231238,-0.009244624746450306,36.401622718052735,0.01746693711967546,0.006542799188640974,0.7667342799188641,-0.17370000000000002,0.1420795131845842,0.01396916835699797
Ruan,Ruan,1995-05-29,D.C. United,Brazil,FB,1579,0.512982900569981,0.11399620012666245,0,0.03421595946801774,-0.027575680810639647,1.6529449018366054,0.2849905003166561,0.19525839138695375,0.22946865104496517,0,0.02054211526282457,33.457884737175426,0.23443318556048132,0.03671247625079164,0.028350854971500947,12.710576314122862,0.00496453451551615,0.007540848638378721,2.849905003166561,0.05341861937935402,-0.0016301456618112728,9.404686510449652,0.02432108929702343,-0.007700443318556047,33.457884737175426,0.034347055098163395,0.004428752374920836,21.203293223559214,0.011359721342621913,-0.004018366054464852,0.512982900569981,0.7007,0.16512349588347053,0.026971500949968336
Bryan Acosta,Bryan Acosta,1993-11-24,,Honduras,CM,1750,0.8228571428571428,0.2571428571428571,0,0.048312,-0.013818857142857143,1.3885714285714286,0.05142857142857143,0.15343714285714288,0.20174914285714288,0,0.028676571428571426,38.72571428571428,0.6100971428571429,0.012507428571428572,0.004844571428571428,10.131428571428572,-0.001758857142857143,-0.0005862857142857143,2.3142857142857145,0.04984971428571429,-0.013088571428571429,10.182857142857143,0.05494114285714286,0.023718857142857146,38.72571428571428,0.019753714285714288,-0.022700571428571428,27.257142857142856,0.015881142857142858,-0.007287428571428572,0.8228571428571428,1.5754000000000001,0.1511742857142857,-0.01509942857142857
Cristian Espinoza,Cristian Espinoza,1995-04-03,San Jose Earthquakes,Argentina,W,3465,1.6883116883116882,0.8051948051948052,0.33766233766233766,0.21483116883116887,0.04627012987012988,2.5974025974025974,0.2077922077922078,0.25362597402597403,0.46845714285714285,0.19363636363636366,0.12345194805194806,41.714285714285715,-0.8698285714285713,0.018197402597402598,0.003202597402597403,18.623376623376622,0.004742857142857143,-0.0042389610389610395,1.6623376623376624,0.044945454545454545,0.0026155844155844156,7.792207792207792,0.003683116883116883,0.004322077922077923,41.714285714285715,0.090387012987013,-0.010233766233766234,34.83116883116883,0.03841558441558442,-0.009103896103896104,1.6883116883116882,-2.0852,0.2003714285714286,-0.013436363636363635
Lewis Morgan,Lewis Morgan,1996-09-30,New York Red Bulls,Scotland,W,329,3.8297872340425534,1.094224924012158,0,0.33464133738601826,-0.19764437689969608,1.094224924012158,0,0.08343465045592705,0.4180759878419453,0,0.29229483282674773,26.80851063829787,-1.546659574468085,0.004896656534954407,-0.011051671732522798,14.498480243161094,0.004978723404255319,-0.004048632218844985,1.094224924012158,0.03933738601823708,-0.003474164133738602,7.933130699088146,-0.021091185410334348,-0.02847720364741641,26.80851063829787,0.10753495440729482,0.013513677811550152,23.5258358662614,0.07153495440729483,0.025221884498480243,3.8297872340425534,-5.7693,0.20719148936170212,-0.008316109422492404
Jean Mota,Jean Mota,1993-10-15,Inter Miami CF,Brazil,DM,1028,1.4007782101167314,0.5252918287937743,0,0.06547762645914397,-0.04381809338521401,1.0505836575875487,0.26264591439688717,0.05082198443579767,0.1162908560311284,0,0.05266050583657588,62.85992217898833,-0.49968385214007777,0.022999027237354086,0.013911478599221792,13.570038910505836,-0.0017597276264591439,0.0007091439688715953,2.8891050583657587,0.1334591439688716,0.06707976653696499,13.219844357976653,0.08959727626459145,0.05266050583657588,62.85992217898833,0.010383268482490273,-0.02052140077821012,49.37743190661479,0.02812062256809339,0.00878112840466926,1.4007782101167314,-0.7949,0.28279961089494166,0.12262062256809339
Raúl Ruidíaz,Raúl Ruidíaz,1990-07-25,Seattle Sounders FC,Peru,ST,1219,3.32239540607055,1.5504511894995898,0.36915504511895,0.4027998359310911,-0.0014323215750615258,0.22149302707136997,0,0.03890894175553732,0.4417161607875308,0.11601066447908122,0.19538638228055782,20.894175553732566,-0.7280180475799836,-0.08479491386382282,-0.07208859721082855,9.598031173092698,0.0014766201804757998,-0.009383921246923709,1.6981132075471699,0.029340442986054146,-0.005271534044298605,3.1009023789991796,-0.07214766201804759,-0.047325676784249385,20.894175553732566,0.20086464315012306,0.031843314191960626,23.256767842493847,0.09421575061525841,0.032987694831829374,3.32239540607055,-3.4843,0.16895488105004103,-0.06923872026251024
Alfredo Morales,Alfredo Morales,1990-05-12,New York City FC,USA,CM,1323,0.7482993197278912,0.06802721088435375,0,0.03193877551020408,-0.025714285714285717,0.3401360544217687,0.06802721088435375,0.01748299319727891,0.04942857142857143,0,0.026319727891156466,38.63945578231292,0.47989795918367345,-0.005326530612244898,-0.014204081632653062,9.795918367346939,-0.0030748299319727896,-0.0028027210884353742,2.0408163265306123,0.037265306122448986,-0.02416326530612245,9.387755102040817,0.020102040816326532,-0.012374149659863947,38.63945578231292,0.025789115646258503,-0.016272108843537417,32.925170068027214,0.014142857142857141,-0.010102040816326532,0.7482993197278912,1.242,0.08889795918367348,-0.07991836734693879
Ilie Sánchez,Ilie Sánchez,1990-11-21,Los Angeles FC,Spain,DM,3336,0.3776978417266187,0.1079136690647482,0.02697841726618705,0.014848920863309353,-0.005101618705035972,0.6205035971223022,0.08093525179856115,0.06047482014388489,0.07532374100719423,0.02785251798561151,0.008973021582733814,48.02158273381295,1.0163012589928058,0.012758093525179858,0.003326438848920864,9.577338129496402,0.00024010791366906476,0.0037958633093525184,1.4568345323741008,0.0690431654676259,0.0006393884892086331,12.517985611510792,0.04854496402877698,0.008193345323741007,48.02158273381295,0.013804856115107915,-0.013122302158273383,36.01618705035971,0.006485611510791366,-0.010858812949640289,0.3776978417266187,2.1163,0.15087679856115108,-0.008026079136690647
José Andrés Martínez,José Andrés Martínez,1994-08-07,Philadelphia Union,Venezuela,DM,2275,1.1868131868131868,0.23736263736263735,0.11868131868131868,0.03433846153846154,0.026833846153846156,0.4351648351648352,0.03956043956043956,0.03251472527472528,0.06685318681318682,0.12065142857142856,0.023309010989010993,41.815384615384616,-1.0573081318681319,-0.004367472527472528,-0.013723516483516485,13.52967032967033,-0.006689670329670329,-0.0037582417582417587,3.1252747252747253,0.09060923076923076,0.023245714285714286,14.4,0.046285714285714284,0.007773626373626374,41.815384615384616,0.014483076923076925,-0.014542417582417583,32.558241758241756,0.02074945054945055,0.0022984615384615387,1.1868131868131868,-2.5285,0.16107032967032966,0.0012936263736263716
Riqui Puig,Riqui Puig,1999-08-13,LA Galaxy,Spain,CM,2807,2.8215176344852155,1.0901318133238334,0.22443890274314215,0.26499501246882795,0.01648022800142501,1.7634485215532598,0.1282508015675098,0.11147239045244034,0.37646740292126823,0.10966405415033843,0.1570078375489847,72.39757748485928,0.2679768436052725,0.07346205913786961,0.06881296758104738,35.301033131457075,0.016493053081581763,0.012517278232988958,2.629141432133951,0.04027075169219808,-0.012106875667972925,4.617028856430353,0.0932992518703242,0.07508122550765942,72.39757748485928,0.07414178838617742,-0.0014780904880655505,70.12112575703598,0.06543676522978269,0.02983113644460278,2.8215176344852155,0.37010000000000004,0.36310366939793376,0.17265764161026007
Ranko Veselinovic,Ranko Veselinovic,1999-03-24,Vancouver Whitecaps FC,Serbia,CB,3352,0.48329355608591884,0.05369928400954654,0.05369928400954654,0.03163424821002386,0.010610978520286396,0.13424821002386636,0.05369928400954654,0.03860710023866348,0.07024134844868735,0.03009307875894988,0.02271211217183771,48.597852028639615,0.6291676610978519,0.005933770883054893,0.004239558472553699,13.5590692124105,-0.0014176610978520285,0.007917959427207638,0.7517899761336515,0.07842780429594273,0.008505966587112173,11.357398568019093,0.0424653937947494,-0.006744630071599047,48.597852028639615,0.02230936754176611,0.0024835918854415272,41.64379474940334,0.006634546539379475,-0.0034582338902147975,0.48329355608591884,1.2946,0.15435322195704057,0.01294421241050119
Gaoussou Samake,Gaoussou Samake,1997-11-04,D.C. United,Ivory Coast,FB,384,0.703125,0,0,0.0133359375,-0.0133359375,0.9375,0,0.11369531250000002,0.12703125,0,0.0093046875,39.609375,-0.52875,-0.013078125000000001,-0.020203125,10.078125,-0.015398437500000002,-0.011203125000000001,2.34375,0.027210937500000004,-0.029554687500000006,11.71875,0.017484375,-0.018914062500000002,39.609375,0.018234375,-0.00234375,29.0625,0.0103125,-0.00065625,0.703125,-1.3349,0.044765625,-0.082875
Célio Pompeu,Célio Pompeu,1999-10-12,St. Louis City SC,Brazil,W,1195,1.8828451882845187,0.602510460251046,0.1506276150627615,0.19219330543933053,-0.02150209205020921,1.6569037656903767,0,0.1430284518828452,0.3352292887029289,0.10107112970711297,0.11178828451882844,25.832635983263597,-0.4487271966527197,0.10900167364016737,0.09921087866108785,19.430962343096233,0.0064016736401673645,-0.0024175732217573223,3.2384937238493725,0.07913221757322175,0.03689623430962343,10.99581589958159,0.017435146443514644,0.0166744769874477,25.832635983263597,0.05265941422594143,-0.054218410041841004,25.230125523012553,0.05295313807531381,0.004812552301255229,1.8828451882845187,-1.7371,0.3175832635983264,0.10095815899581588
Geovane,Geovane,2001-07-31,FC Dallas,Brazil,FB,1094,0.9049360146252285,0.3290676416819013,0,0.03271755027422303,-0.018032906764168192,0.4113345521023766,0.08226691042047532,0.052354661791590505,0.08507221206581353,0,0.02268921389396709,38.17184643510055,-0.7563043875685558,0.001686471663619744,-0.005972577696526508,8.308957952468008,0.0027394881170018284,0.006252285191956124,3.290676416819013,0.039882998171846436,-0.016157221206581356,12.422303473491773,0.03920840950639854,0.0046563071297989036,38.17184643510055,0.01992504570383912,-0.004590493601462523,25.009140767824498,0.015828153564899455,0.003010968921389397,0.9049360146252285,-1.9813,0.11927056672760512,-0.012800731261425962
C.J. Sapong,C.J. Sapong,1988-12-27,,USA,ST,1783,1.4638250140213125,0.2523836231071228,0.050476724621424565,0.1810347728547392,-0.08815759955131801,0.4038137969713965,0,0.03123499719573752,0.21226977005047673,0.03037184520471116,0.13423780145821648,17.6668536174986,-0.4702865956253506,-0.030891755468311834,-0.014022434099831744,9.28771733034212,-0.002251261918115536,-0.014865395401009536,2.6247896803140773,0.018338194054963546,-0.011942793045429053,4.189568143578239,-0.03243129556926529,0.0012467750981491868,17.6668536174986,0.15954683118339877,-0.029559169938306224,18.726864834548515,0.04116881660123387,-0.02584913067863152,1.4638250140213125,-2.662,0.15347952888390354,-0.09499214806505889
Paul Arriola,Paul Arriola,1995-02-05,FC Dallas,USA,W,2080,1.2548076923076923,0.4326923076923077,0.12980769230769232,0.17374759615384616,-0.04005865384615385,1.3413461538461537,0.17307692307692307,0.21497884615384616,0.3887264423076923,0.07949423076923078,0.14848269230769232,28.947115384615383,-1.3855846153846152,0.0036865384615384616,-0.011522596153846154,12.764423076923077,0.0017783653846153847,-0.006780288461538462,2.25,0.03526875,-0.008022115384615384,6.144230769230769,0.02811634615384616,0.027043269230769232,28.947115384615383,0.1257057692307692,0.028899519230769232,28.514423076923077,0.03534663461538461,-0.010912500000000002,1.2548076923076923,-4.7866,0.22990240384615385,0.01870528846153846
Emmanuel Boateng,Emmanuel Boateng,1994-01-17,New England Revolution,Ghana,W,1620,0.9444444444444444,0.3333333333333333,0.1111111111111111,0.12707222222222223,0.02552777777777778,1.2777777777777777,0.1111111111111111,0.18191111111111113,0.30898333333333333,0.08982777777777777,0.11032222222222222,32,0.6085833333333334,0.017888888888888888,0.005638888888888889,12.666666666666666,-0.0020111111111111115,-0.006688888888888889,0.8333333333333334,0.047455555555555556,-0.0016222222222222224,6.222222222222222,0.006611111111111112,-0.005772222222222223,32,0.06941111111111112,-0.0042833333333333334,28.72222222222222,0.0302,-0.005827777777777778,0.9444444444444444,1.9018000000000002,0.16955555555555557,-0.018555555555555558
